NAME,ID,MATCH
Pueblo of Pojoaque alone or in any combination,3241,
Pueblo of San Felipe alone,2040,
Pueblo of San Felipe alone or in any combination,3242,
Pueblo of San Ildefonso alone,2041,
Pueblo of San Ildefonso alone or in any combination,3243,
Pueblo of Sandia alone,2042,
Pueblo of Sandia alone or in any combination,3244,
Pueblo of Santa Ana alone,2043,
Pueblo of Santa Ana alone or in any combination,3245,
Pueblo of Santa Clara alone,2044,
Pueblo of Santa Clara alone or in any combination,3246,
Pueblo of Taos alone,2045,
Pueblo of Taos alone or in any combination,3247,
Pueblo of Tesuque alone,2046,
Pueblo of Tesuque alone or in any combination,3248,
Pueblo of Zia alone,2047,
Pueblo of Zia alone or in any combination,3249,
Puerto Rican alone,3981,
Puerto Rican alone or in any combination,4007,
Puerto Rican Indian alone,2552,
Puerto Rican Indian alone or in any combination,3754,
Puget Sound Salish alone,2048,
Puget Sound Salish alone or in any combination,3250,
Puyallup Tribe of The Puyallup Reservation alone,2049,
Puyallup Tribe of The Puyallup Reservation alone or in any combination,3251,
"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada alone",2050,
"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada alone or in any combination",3252,
Qagan Tayagungin Tribe of Sand Point Village alone,1572,
Qagan Tayagungin Tribe of Sand Point Village alone or in any combination,2774,
Qatari alone,1091,
Qatari alone or in any combination,1202,
Qawalangin Tribe of Unalaska alone,1573,
Qawalangin Tribe of Unalaska alone or in any combination,2775,
Quapaw Nation alone,2051,
Quapaw Nation alone or in any combination,3253,
Quartz Valley Indian Reservation alone,2052,
Quartz Valley Indian Reservation alone or in any combination,3254,
"Quechan Tribe of the Fort Yuma Indian Reservation, California and Arizona alone",2053,
"Quechan Tribe of the Fort Yuma Indian Reservation, California and Arizona alone or in any combination",3255,
Quechua alone,2537,
Quechua alone or in any combination,3739,
Quiche alone,2469,
Quiche alone or in any combination,3671,
Quichua alone,2538,
Quichua alone or in any combination,3740,
"Quileute Tribe of the Quileute Reservation, Washington alone",2054,
"Quileute Tribe of the Quileute Reservation, Washington alone or in any combination",3256,
Quinault Indian Nation alone,2055,
Quinault Indian Nation alone or in any combination,3257,
Rainy River First Nations alone,2384,
Rainy River First Nations alone or in any combination,3586,
Rama alone,2470,
Rama alone or in any combination,3672,
Ramapough Lenape Nation (Ramapough Mountain) alone,2056,
Ramapough Lenape Nation (Ramapough Mountain) alone or in any combination,3258,
"Ramona Band of Cahuilla, California alone",2057,
"Ramona Band of Cahuilla, California alone or in any combination",3259,
Rampart Village alone,1574,
Rampart Village alone or in any combination,2776,
"Rappahannock Tribe, Inc. alone",2058,
"Rappahannock Tribe, Inc. alone or in any combination",3260,
Red Cliff Band of Lake Superior Chippewa alone,2059,
Red Cliff Band of Lake Superior Chippewa alone or in any combination,3261,
Red Earth Band alone,2385,
Red Earth Band alone or in any combination,3587,
Red Lake Band of Chippewa Indians alone,2060,
Red Lake Band of Chippewa Indians alone or in any combination,3262,
Red Wood alone,2061,
Red Wood alone or in any combination,3263,
"Redding Rancheria, California alone",2062,
"Redding Rancheria, California alone or in any combination",3264,
Redwood Valley or Little River Band of Pomo Indians of the Redwood Valley Rancheria California alone,2063,
Redwood Valley or Little River Band of Pomo Indians of the Redwood Valley Rancheria California alone or in any combination,3265,
"Reno-Sparks Indian Colony, Nevada alone",2064,
"Reno-Sparks Indian Colony, Nevada alone or in any combination",3266,
Resighini Rancheria alone,2065,
Resighini Rancheria alone or in any combination,3267,
Rincon Band of Luiseno Mission Indians alone,2066,
Rincon Band of Luiseno Mission Indians alone or in any combination,3268,
Robinson Rancheria alone,2067,
Robinson Rancheria alone or in any combination,3269,
Roma alone,1053,
Roma alone or in any combination,1164,
Romanian alone,1054,
Romanian alone or in any combination,1165,
Roseau River alone,2386,
Roseau River alone or in any combination,3588,
"Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota alone",2068,
"Rosebud Sioux Tribe of the Rosebud Indian Reservation, South Dakota alone or in any combination",3270,
Rotuman alone,3885,
Rotuman alone or in any combination,3927,
Round Valley Indian Tribes alone,2069,
Round Valley Indian Tribes alone or in any combination,3271,
Russian alone,1055,
Russian alone or in any combination,1166,
Rwandan alone,1254,
Rwandan alone or in any combination,1322,
Sac and Fox alone,2070,
Sac and Fox alone or in any combination,3272,
Sac and Fox Nation of Missouri in Kansas and Nebraska alone,2071,
Sac and Fox Nation of Missouri in Kansas and Nebraska alone or in any combination,3273,
"Sac and Fox Nation, Oklahoma alone",2072,
"Sac and Fox Nation, Oklahoma alone or in any combination",3274,
Sac and Fox Tribe of the Mississippi in Iowa alone,2073,
Sac and Fox Tribe of the Mississippi in Iowa alone or in any combination,3275,
Sac River Band of the Chickamauga-Cherokee alone,2074,
Sac River Band of the Chickamauga-Cherokee alone or in any combination,3276,
Saddle Lake alone,2387,
Saddle Lake alone or in any combination,3589,
Saginaw Chippewa Indian Tribe alone,2075,
Saginaw Chippewa Indian Tribe alone or in any combination,3277,
Saint George Island alone,1575,
Saint George Island alone or in any combination,2777,
Saint Paul Island alone,1576,
Saint Paul Island alone or in any combination,2778,
Saint Regis Mohawk Tribe alone,2076,
Saint Regis Mohawk Tribe alone or in any combination,3278,
Saipanese alone,3906,
Saipanese alone or in any combination,3948,
Sakimay First Nations alone,2388,
Sakimay First Nations alone or in any combination,3590,
Salamatof Tribe alone,1577,
Salamatof Tribe alone or in any combination,2779,
Salinan alone,2077,
Salinan alone or in any combination,3279,
Salish alone,2078,
Salish alone or in any combination,3280,
Salt River Pima-Maricopa Indian Community alone,2079,
Salt River Pima-Maricopa Indian Community alone or in any combination,3281,
Salvadoran Indian alone,2454,
Salvadoran Indian alone or in any combination,3656,
Samish Indian Nation alone,2080,
Samish Indian Nation alone or in any combination,3282,
Samoan alone,3886,
Samoan alone or in any combination,3928,
San Carlos Apache Tribe of the San Carlos Reservation alone,2081,
San Carlos Apache Tribe of the San Carlos Reservation alone or in any combination,3283,
San Juan alone,2082,
San Juan alone or in any combination,3284,
San Juan Southern Paiute Tribe of Arizona alone,2083,
San Juan Southern Paiute Tribe of Arizona alone or in any combination,3285,
San Luis Rey Mission Indian alone,2084,
San Luis Rey Mission Indian alone or in any combination,3286,
"San Manuel Band of Mission Indians, California alone",2085,
"San Manuel Band of Mission Indians, California alone or in any combination",3287,
San Pasqual Band of Diegueno Mission Indians alone,2086,
San Pasqual Band of Diegueno Mission Indians alone or in any combination,3288,
Sandy Bay Band alone,2389,
Sandy Bay Band alone or in any combination,3591,
Santa Rosa Band of Cahuilla Indians alone,2087,
Santa Rosa Band of Cahuilla Indians alone or in any combination,3289,
Santa Rosa Indian Community alone,2088,
Santa Rosa Indian Community alone or in any combination,3290,
Santa Ynez Band of Chumash Mission Indians alone,2089,
Santa Ynez Band of Chumash Mission Indians alone or in any combination,3291,
Santee Indian Nation of South Carolina alone,2090,
Santee Indian Nation of South Carolina alone or in any combination,3292,
Santee Indian Organization alone,2091,
Santee Indian Organization alone or in any combination,3293,
"Santee Sioux Nation, Nebraska alone",2092,
"Santee Sioux Nation, Nebraska alone or in any combination",3294,
Saponi alone,2093,
Saponi alone or in any combination,3295,
Sappony alone,2094,
Sappony alone or in any combination,3296,
Sarcee (Tsuut'ina Nation) alone,2390,
Sarcee (Tsuut'ina Nation) alone or in any combination,3592,
Saudi alone,1092,
Saudi alone or in any combination,1203,
Saugeen alone,2391,
Saugeen alone or in any combination,3593,
Sauk-Suiattle Indian Tribe alone,2095,
Sauk-Suiattle Indian Tribe alone or in any combination,3297,
Sault Ste. Marie Tribe of Chippewa Indians alone,2096,
Sault Ste. Marie Tribe of Chippewa Indians alone or in any combination,3298,
Saulteau First Nations alone,2392,
Saulteau First Nations alone or in any combination,3594,
Saulteaux alone,2393,
Saulteaux alone or in any combination,3595,
Scandinavian alone,1056,
Scandinavian alone or in any combination,1167,
Schaghticoke alone,2097,
Schaghticoke alone or in any combination,3299,
Scots-Irish alone,1057,
Scots-Irish alone or in any combination,1168,
Scottish alone,1058,
Scottish alone or in any combination,1169,
Scotts Valley Band of Pomo Indians of California alone,2098,
Scotts Valley Band of Pomo Indians of California alone or in any combination,3300,
Seabird Island alone,2394,
Seabird Island alone or in any combination,3596,
Seaconke Wampanoag alone,2099,
Seaconke Wampanoag alone or in any combination,3301,
Sealaska Corporation (Southeast Alaska) alone,1578,
Sealaska Corporation (Southeast Alaska) alone or in any combination,2780,
Sechelt alone,2395,
Sechelt alone or in any combination,3597,
Seine River First Nation alone,2396,
Seine River First Nation alone or in any combination,3598,
Seldovia Village Tribe alone,1579,
Seldovia Village Tribe alone or in any combination,2781,
Seminole alone,2100,
Seminole alone or in any combination,3302,
Seminole Tribe of Florida alone,2102,
Seminole Tribe of Florida alone or in any combination,3304,
Seneca Nation of Indians alone,2103,
Seneca Nation of Indians alone or in any combination,3305,
Seneca-Cayuga Nation alone,2104,
Seneca-Cayuga Nation alone or in any combination,3306,
Senegalese alone,1255,
Senegalese alone or in any combination,1323,
Serbian alone,1059,
Serbian alone or in any combination,1170,
Seri alone,2502,
Seri alone or in any combination,3704,
Serpent River alone,2397,
Serpent River alone or in any combination,3599,
Serrano alone,2105,
Serrano alone or in any combination,3307,
Setalcott Indians alone,2106,
Setalcott Indians alone or in any combination,3308,
Seton Lake alone,2398,
Seton Lake alone or in any combination,3600,
Shageluk Native Village alone,1580,
Shageluk Native Village alone or in any combination,2782,
Shakopee Mdewakanton Sioux Community of Minnesota alone,2107,
Shakopee Mdewakanton Sioux Community of Minnesota alone or in any combination,3309,
Shasta alone,2108,
Shasta alone or in any combination,3310,
Shawnee alone,2109,
Shawnee alone or in any combination,3311,
Shawnee Nation United Remnant Band alone,2110,
Shawnee Nation United Remnant Band alone or in any combination,3312,
Shawnee Tribe alone,2111,
Shawnee Tribe alone or in any combination,3313,
Sherwood Valley Rancheria of Pomo Indians of California alone,2112,
Sherwood Valley Rancheria of Pomo Indians of California alone or in any combination,3314,
Shingle Springs Band of Miwok Indians alone,2113,
Shingle Springs Band of Miwok Indians alone or in any combination,3315,
Shinnecock Indian Nation alone,2114,
Shinnecock Indian Nation alone or in any combination,3316,
Shoal Lake Cree Nation alone,2399,
Shoal Lake Cree Nation alone or in any combination,3601,
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation alone,2115,
Shoalwater Bay Indian Tribe of the Shoalwater Bay Indian Reservation alone or in any combination,3317,
Shoshone alone,2116,
Shoshone alone or in any combination,3318,
Shoshone Paiute alone,2117,
Shoshone Paiute alone or in any combination,3319,
Shoshone-Bannock Tribes of the Fort Hall Reservation alone,2118,
Shoshone-Bannock Tribes of the Fort Hall Reservation alone or in any combination,3320,
Shoshone-Paiute Tribes of the Duck Valley Reservation alone,2119,
Shoshone-Paiute Tribes of the Duck Valley Reservation alone or in any combination,3321,
Shuswap alone,2400,
Shuswap alone or in any combination,3602,
Siberian Yupik alone,1581,
Siberian Yupik alone or in any combination,2783,
Sierra Leonean alone,1256,
Sierra Leonean alone or in any combination,1324,
Sikh alone,3788,
Sikh alone or in any combination,3845,
Siksika Canadian alone,2401,
Siksika Canadian alone or in any combination,3603,
Similkameen alone,2402,
Similkameen alone or in any combination,3604,
Sindhi alone,3789,
Sindhi alone or in any combination,3846,
Singaporean alone,3802,
Singaporean alone or in any combination,3859,
Sioux alone,2120,
Sioux alone or in any combination,3322,
"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota alone",2121,
"Sisseton-Wahpeton Oyate of the Lake Traverse Reservation, South Dakota alone or in any combination",3323,
Sitka Tribe of Alaska alone,1582,
Sitka Tribe of Alaska alone or in any combination,2784,
Siuslaw alone,2122,
Siuslaw alone or in any combination,3324,
Six Nations Canada alone,2403,
Six Nations Canada alone or in any combination,3605,
Six Nations of the Grand River alone,2404,
Six Nations of the Grand River alone or in any combination,3606,
Skagway Village alone,1583,
Skagway Village alone or in any combination,2785,
Skawahlook First Nation alone,2405,
Skawahlook First Nation alone or in any combination,3607,
Skeetchestn Indian Band alone,2406,
Skeetchestn Indian Band alone or in any combination,3608,
Skokomish Indian Tribe alone,2123,
Skokomish Indian Tribe alone or in any combination,3325,
Skookum Chuck Band alone,2407,
Skookum Chuck Band alone or in any combination,3609,
Skowkale alone,2408,
Skowkale alone or in any combination,3610,
Skull Valley Band of Goshute Indians of Utah alone,2124,
Skull Valley Band of Goshute Indians of Utah alone or in any combination,3326,
Skuppah alone,2409,
Skuppah alone or in any combination,3611,
Skwah First Nation alone,2410,
Skwah First Nation alone or in any combination,3612,
Skway First Nation alone,2411,
Skway First Nation alone or in any combination,3613,
Skykomish alone,2125,
Skykomish alone or in any combination,3327,
Slana alone,1584,
Slana alone or in any combination,2786,
Slavic alone,1060,
Slavic alone or in any combination,1171,
Slovak alone,1061,
Slovak alone or in any combination,1172,
Slovenian alone,1062,
Slovenian alone or in any combination,1173,
Snohomish alone,2126,
Snohomish alone or in any combination,3328,
Snoqualmie Indian Tribe alone,2127,
Snoqualmie Indian Tribe alone or in any combination,3329,
Soboba Band of Luiseno Indians alone,2128,
Soboba Band of Luiseno Indians alone or in any combination,3330,
Sokaogon Chippewa Community alone,2129,
Sokaogon Chippewa Community alone or in any combination,3331,
Solomon Islander alone,3913,
Solomon Islander alone or in any combination,3955,
Somali alone,1257,
Somali alone or in any combination,1325,
Songhees First Nation alone,2412,
Songhees First Nation alone or in any combination,3614,
Soowahlie First Nation alone,2413,
Soowahlie First Nation alone or in any combination,3615,
South African alone,1258,
South African alone or in any combination,1326,
South American Indian alone,2539,
South American Indian alone (all tribes),2517,3719
South American Indian alone or in any combination,3741,
South American Indian alone or in any combination (all tribes),3719,2517
"South American Indian alone or in any combination, not elsewhere classified ",3747,2545
"South American Indian alone, not elsewhere classified ",2545,3747
South Asian alone,3781,
South Asian alone or in any combination,3838,
South Naknek Village alone,1585,
South Naknek Village alone or in any combination,2787,
South Sudanese alone,1259,
South Sudanese alone or in any combination,1327,
Southeast Asian alone,3793,
Southeast Asian alone or in any combination,3850,
Southeastern Cherokee Council alone,2130,
Southeastern Cherokee Council alone or in any combination,3332,
Southeastern Indians alone,2131,
Southeastern Indians alone or in any combination,3333,
Southern Arapaho alone,2132,
Southern Arapaho alone or in any combination,3334,
Southern Cheyenne alone,2133,
Southern Cheyenne alone or in any combination,3335,
Southern Ute Indian Tribe of the Southern Ute Reservation alone,2134,
Southern Ute Indian Tribe of the Southern Ute Reservation alone or in any combination,3336,
Spanish American Indian alone,2556,
Spanish American Indian alone or in any combination,3758,
Spirit Lake Tribe alone,2135,
Spirit Lake Tribe alone or in any combination,3337,
Spokane Tribe of the Spokane Reservation alone,2136,
Spokane Tribe of the Spokane Reservation alone or in any combination,3338,
Spuzzum First Nation alone,2414,
Spuzzum First Nation alone or in any combination,3616,
Squamish Nation alone,2415,
Squamish Nation alone or in any combination,3617,
"Squaxin Island Tribe of the Squaxin Island Reservation, Washington alone",2137,
"Squaxin Island Tribe of the Squaxin Island Reservation, Washington alone or in any combination",3339,
Sri Lankan alone,3790,
Sri Lankan alone or in any combination,3847,
St. Croix Chippewa Indians of Wisconsin alone,2138,
St. Croix Chippewa Indians of Wisconsin alone or in any combination,3340,
St. Lucian alone,1281,
St. Lucian alone or in any combination,1349,
Standing Rock Sioux Tribe of North and South Dakota alone,2139,
Standing Rock Sioux Tribe of North and South Dakota alone or in any combination,3341,
Stanjikoming First Nation alone,2416,
Stanjikoming First Nation alone or in any combination,3618,
Stebbins Community Association alone,1586,
Stebbins Community Association alone or in any combination,2788,
Steilacoom alone,2140,
Steilacoom alone or in any combination,3342,
Stillaguamish Tribes of Indians of Washington alone,2141,
Stillaguamish Tribes of Indians of Washington alone or in any combination,3343,
Sto:lo Nation alone,2417,
Sto:lo Nation alone or in any combination,3619,
Stockbridge-Munsee Community alone,2142,
Stockbridge-Munsee Community alone or in any combination,3344,
Stone alone,2418,
Stone alone or in any combination,3620,
Stonyford alone,2143,
Stonyford alone or in any combination,3345,
Sub-Saharan African alone,1225,
Sub-Saharan African alone or in any combination,1293,
Sucker Creek First Nation alone,2419,
Sucker Creek First Nation alone or in any combination,3621,
Sudanese alone,1260,
Sudanese alone or in any combination,1328,
Sugpiaq alone,1587,
Sugpiaq alone or in any combination,2789,
Summit Lake Paiute Tribe of Nevada alone,2144,
Summit Lake Paiute Tribe of Nevada alone or in any combination,3346,
Sumo alone,2471,
Sumo alone or in any combination,3673,
Sun'aq Tribe of Kodiak alone,1588,
Sun'aq Tribe of Kodiak alone or in any combination,2790,
Surinamese alone,3971,
Surinamese alone or in any combination,3997,
"Susanville Indian Rancheria, California alone",2146,
"Susanville Indian Rancheria, California alone or in any combination",3348,
Susquehanock alone,2147,
Susquehanock alone or in any combination,3349,
Swampy Cree alone,2420,
Swampy Cree alone or in any combination,3622,
Swan Creek Black River Confederate Tribe alone,2148,
Swan Creek Black River Confederate Tribe alone or in any combination,3350,
Swazi alone,1261,
Swazi alone or in any combination,1329,
Swedish alone,1063,
Swedish alone or in any combination,1174,
Swinomish Indian Tribal Community alone,2149,
Swinomish Indian Tribal Community alone or in any combination,3351,
Swiss alone,1064,
Swiss alone or in any combination,1175,
Sycuan Band of the Kumeyaay Nation alone,2150,
Sycuan Band of the Kumeyaay Nation alone or in any combination,3352,
Syriac alone,1093,
Syriac alone or in any combination,1204,
Syrian alone,1094,
Syrian alone or in any combination,1205,
Table Mountain Rancheria alone,2151,
Table Mountain Rancheria alone or in any combination,3353,
Tachi alone,2152,
Tachi alone or in any combination,3354,
Tahitian alone,3887,
Tahitian alone or in any combination,3929,
Tahltan alone,2421,
Tahltan alone or in any combination,3623,
Tai Dam alone,3815,
Tai Dam alone or in any combination,3872,
Taino alone,2553,
Taino alone or in any combination,3755,
Taiwanese alone,3770,
Taiwanese alone or in any combination,3827,
Tajik alone,3776,
Tajik alone or in any combination,3833,
Takelma alone,2153,
Takelma alone or in any combination,3355,
Takotna Village alone,1589,
Takotna Village alone or in any combination,2791,
Taku River Tlingit alone,2422,
Taku River Tlingit alone or in any combination,3624,
Talakamish alone,2154,
Talakamish alone or in any combination,3356,
Tanana Chiefs alone,1590,
Tanana Chiefs alone or in any combination,2792,
Tangirnaq Native Village alone,1591,
Tangirnaq Native Village alone or in any combination,2793,
Tanzanian alone,1262,
Tanzanian alone or in any combination,1330,
Tarahumara (Raramuri) alone,2503,
Tarahumara (Raramuri) alone or in any combination,3705,
Tarasco (Purepecha) alone,2504,
Tarasco (Purepecha) alone or in any combination,3706,
Tatar alone,1065,
Tatar alone or in any combination,1176,
Te-Moak Tribes of Western Shoshone Indians of Nevada alone,2157,
Te-Moak Tribes of Western Shoshone Indians of Nevada alone or in any combination,3359,
Tehuelche alone,2540,
Tehuelche alone or in any combination,3742,
Tejon Indian Tribe alone,2155,
Tejon Indian Tribe alone or in any combination,3357,
Telida Village alone,1592,
Telida Village alone or in any combination,2794,
Temecula alone,2156,
Temecula alone or in any combination,3358,
Tenakee Springs alone,1593,
Tenakee Springs alone or in any combination,2795,
Tenino alone,2158,
Tenino alone or in any combination,3360,
Tepehua alone,2505,
Tepehua alone or in any combination,3707,
Tequistlatec alone,2506,
Tequistlatec alone or in any combination,3708,
Tete De Boule (Attikamek) alone,2423,
Tete De Boule (Attikamek) alone or in any combination,3625,
Teton Sioux alone,2159,
Teton Sioux alone or in any combination,3361,
Thai alone,3803,
Thai alone or in any combination,3860,
The Chickasaw Nation alone,1716,
The Chickasaw Nation alone or in any combination,2918,
The Choctaw Nation of Oklahoma alone,1725,
The Choctaw Nation of Oklahoma alone or in any combination,2927,
The Modoc Tribe of Oklahoma alone,1929,
The Modoc Tribe of Oklahoma alone or in any combination,3131,
The Muscogee (Creek) Nation alone,1943,
The Muscogee (Creek) Nation alone or in any combination,3145,
The Osage Nation alone,1977,
The Osage Nation alone or in any combination,3179,
The Seminole Nation of Oklahoma alone,2101,
The Seminole Nation of Oklahoma alone or in any combination,3303,
"The Southeastern Mvskoke Nation, Inc. alone",2160,
"The Southeastern Mvskoke Nation, Inc. alone or in any combination",3362,
The Suquamish Tribe alone,2145,
The Suquamish Tribe alone or in any combination,3347,
The Waccamaw Indian People alone,2161,
The Waccamaw Indian People alone or in any combination,3363,
Thlopthlocco Tribal Town alone,2162,
Thlopthlocco Tribal Town alone or in any combination,3364,
Thompson alone,2424,
Thompson alone or in any combination,3626,
"Three Affiliated Tribes of the Ft. Berthold Reservation, North Dakota alone",2167,
"Three Affiliated Tribes of the Ft. Berthold Reservation, North Dakota alone or in any combination ",3369,
Tillamook alone,2168,
Tillamook alone or in any combination,3370,
Timbisha Shoshone Tribe alone,2169,
Timbisha Shoshone Tribe alone or in any combination,3371,
Timorese alone,3816,
Timorese alone or in any combination,3873,
Tlapanec alone,2507,
Tlapanec alone or in any combination,3709,
Tlingit alone,1594,
Tlingit alone or in any combination,2796,
Tobacco Plains Band alone,2425,
Tobacco Plains Band alone or in any combination,3627,
Tobique First Nation alone,2426,
Tobique First Nation alone or in any combination,3628,
Togolese alone,1263,
Togolese alone or in any combination,1331,
Tohono O'odham Nation of Arizona alone,2170,
Tohono O'odham Nation of Arizona alone or in any combination,3372,
Tojolabal alone,2508,
Tojolabal alone or in any combination,3710,
Tok alone,1595,
Tok alone or in any combination,2797,
Tokelauan alone,3889,
Tokelauan alone or in any combination,3931,
Tolowa alone,2171,
Tolowa alone or in any combination,3373,
Tolowa Dee-ni' Nation alone,2172,
Tolowa Dee-ni' Nation alone or in any combination,3374,
Toltec alone,2509,
Toltec alone or in any combination,3711,
Tonawanda Band of Seneca alone,2173,
Tonawanda Band of Seneca alone or in any combination,3375,
Tongan alone,3888,
Tongan alone or in any combination,3930,
Tonkawa Tribe of Indians of Oklahoma alone,2174,
Tonkawa Tribe of Indians of Oklahoma alone or in any combination,3376,
Tonto Apache Tribe of Arizona alone,2175,
Tonto Apache Tribe of Arizona alone or in any combination,3377,
Toquaht alone,2427,
Toquaht alone or in any combination,3629,
Torres Martinez Desert Cahuilla Indians alone,2176,
Torres Martinez Desert Cahuilla Indians alone or in any combination,3378,
Traditional Village of Togiak alone,1596,
Traditional Village of Togiak alone or in any combination,2798,
"Tribal responses alone or in any combination, not elsewhere classified ",3450,2248
"Tribal responses alone, not elsewhere classified ",2248,3450
Trinidadian and Tobagonian alone,1282,
Trinidadian and Tobagonian alone or in any combination,1350,
Trinity alone,2177,
Trinity alone or in any combination,3379,
Triqui (Trique) alone,2510,
Triqui (Trique) alone or in any combination,3712,
Tsartlip alone,2428,
Tsartlip alone or in any combination,3630,
Tsawout First Nation alone,2429,
Tsawout First Nation alone or in any combination,3631,
Tseycum alone,2430,
Tseycum alone or in any combination,3632,
Tsimshian alone,1597,
Tsimshian alone or in any combination,2799,
Tuckabachee alone,2178,
Tuckabachee alone or in any combination,3380,
Tulalip Tribes of Washington alone,2179,
Tulalip Tribes of Washington alone or in any combination,3381,
Tule River Indian Tribe alone,2180,
Tule River Indian Tribe alone or in any combination,3382,
Tuluksak Native Community alone,1598,
Tuluksak Native Community alone or in any combination,2800,
Tunica Biloxi Indian Tribe of Louisiana alone,2181,
Tunica Biloxi Indian Tribe of Louisiana alone or in any combination,3383,
Tunisian alone,1095,
Tunisian alone or in any combination,1206,
Tuolumne Band of Me-Wuk Indians of California alone,2182,
Tuolumne Band of Me-Wuk Indians of California alone or in any combination,3384,
Tupi alone,2541,
Tupi alone or in any combination,3743,
Turkish alone,1066,
Turkish alone or in any combination,1177,
Turkmen alone,3777,
Turkmen alone or in any combination,3834,
Turtle Mountain Band of Chippewa Indians of North Dakota alone,2183,
Turtle Mountain Band of Chippewa Indians of North Dakota alone or in any combination,3385,
Tuscarora Nation alone,2184,
Tuscarora Nation alone or in any combination,3386,
Tuscola alone,2185,
Tuscola alone or in any combination,3387,
Tuvaluan alone,3890,
Tuvaluan alone or in any combination,3932,
Twenty-Nine Palms Band of Luiseno Mission Indians alone,2186,
Twenty-Nine Palms Band of Luiseno Mission Indians alone or in any combination,3388,
Twin Hills Village alone,1599,
Twin Hills Village alone or in any combination,2801,
Tygh alone,2187,
Tygh alone or in any combination,3389,
Tzeltal alone,2511,
Tzeltal alone or in any combination,3713,
Tzotzil alone,2512,
Tzotzil alone or in any combination,3714,
U.S. Virgin Islander alone,1283,
U.S. Virgin Islander alone or in any combination,1351,
Uchucklesaht alone,2431,
Uchucklesaht alone or in any combination,3633,
Ucluelet First Nation alone,2432,
Ucluelet First Nation alone or in any combination,3634,
Ugandan alone,1264,
Ugandan alone or in any combination,1332,
Ugashik Village alone,1600,
Ugashik Village alone or in any combination,2802,
Ukrainian alone,1067,
Ukrainian alone or in any combination,1178,
Umkumiut Native Village alone,1601,
Umkumiut Native Village alone or in any combination,2803,
Umpqua alone,2188,
Umpqua alone or in any combination,3390,
Unangan (Unalaska) alone,1602,
Unangan (Unalaska) alone or in any combination,2804,
United Auburn Indian Community of the Auburn Rancheria of California alone,2189,
United Auburn Indian Community of the Auburn Rancheria of California alone or in any combination,3391,
United Cherokee Ani-Yun-Wiya Nation alone,2190,
United Cherokee Ani-Yun-Wiya Nation alone or in any combination,3392,
United Houma Nation alone,2191,
United Houma Nation alone or in any combination,3393,
United Keetoowah Band of Cherokee Indians in Oklahoma alone,2192,
United Keetoowah Band of Cherokee Indians in Oklahoma alone or in any combination,3394,
Upper Chinook alone,2193,
Upper Chinook alone or in any combination,3395,
Upper Mattaponi Tribe alone,2194,
Upper Mattaponi Tribe alone or in any combination,3396,
Upper Sioux Community alone,2195,
Upper Sioux Community alone or in any combination,3397,
Upper Skagit Indian Tribe alone,2196,
Upper Skagit Indian Tribe alone or in any combination,3398,
Uruguayan Indian alone,2542,
Uruguayan Indian alone or in any combination,3744,
Ute alone,2197,
Ute alone or in any combination,3399,
"Ute Indian Tribe of the Uintah and Ouray Reservation, Utah alone",2198,
"Ute Indian Tribe of the Uintah and Ouray Reservation, Utah alone or in any combination",3400,
Ute Mountain Ute Tribe alone,2199,
Ute Mountain Ute Tribe alone or in any combination,3401,
"Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California alone",2200,
"Utu Utu Gwaitu Paiute Tribe of the Benton Paiute Reservation, California alone or in any combination",3402,
Uzbek alone,3778,
Uzbek alone or in any combination,3835,
Venezuelan Indian alone,2543,
Venezuelan Indian alone or in any combination,3745,
Viejas (Baron Long) Group of Capitan Grande Band alone,2201,
Viejas (Baron Long) Group of Capitan Grande Band alone or in any combination,3403,
Vietnamese alone,3804,
Vietnamese alone or in any combination,3861,
Village of Alakanuk alone,1603,
Village of Alakanuk alone or in any combination,2805,
Village of Anaktuvuk Pass alone,1604,
Village of Anaktuvuk Pass alone or in any combination,2806,
Village of Aniak alone,1605,
Village of Aniak alone or in any combination,2807,
Village of Atmautluak alone,1606,
Village of Atmautluak alone or in any combination,2808,
Village of Bill Moore's Slough alone,1607,
Village of Bill Moore's Slough alone or in any combination,2809,
Village of Chefornak alone,1608,
Village of Chefornak alone or in any combination,2810,
Village of Clarks Point alone,1609,
Village of Clarks Point alone or in any combination,2811,
Village of Crooked Creek alone,1610,
Village of Crooked Creek alone or in any combination,2812,
Village of Dot Lake alone,1611,
Village of Dot Lake alone or in any combination,2813,
Village of Iliamna alone,1612,
Village of Iliamna alone or in any combination,2814,
Village of Kalskag alone,1613,
Village of Kalskag alone or in any combination,2815,
Village of Kaltag alone,1614,
Village of Kaltag alone or in any combination,2816,
Village of Kotlik alone,1615,
Village of Kotlik alone or in any combination,2817,
Village of Lower Kalskag alone,1616,
Village of Lower Kalskag alone or in any combination,2818,
Village of Ohogamiut alone,1617,
Village of Ohogamiut alone or in any combination,2819,
Village of Red Devil alone,1618,
Village of Red Devil alone or in any combination,2820,
Village of Sleetmute alone,1619,
