NAME,ID,MATCH,US_POP,CATEGORY ,,
Keeseekoose Band alone or in any combination,3534,2332,8,Canadian or French Indian,,
Kingsclear Band alone or in any combination,3535,2333,8,Canadian or French Indian,,
Kitamaat alone or in any combination,3536,2334,11,Canadian or French Indian,,
Kitigan Zibi Anishinabeg alone or in any combination,3537,2335,108,Canadian or French Indian,,
Klahoose First Nation alone or in any combination,3538,2336,44,Canadian or French Indian,,
Kwakiutl alone or in any combination,3539,2337,79,Canadian or French Indian,,
Kyuquot Band alone or in any combination,3540,2338,25,Canadian or French Indian,,
Lakahahmen Band alone or in any combination,3541,2339,3,Canadian or French Indian,,
Lake Manitoba Band alone or in any combination,3542,2340,6,Canadian or French Indian,,
Lake St. Martin Band alone or in any combination,3543,2341,X,Canadian or French Indian,,
Lennox Island Band alone or in any combination,3544,2342,7,Canadian or French Indian,,
Liard River First Nation alone or in any combination,3545,2343,5,Canadian or French Indian,,
Lillooet alone or in any combination,3546,2344,30,Canadian or French Indian,,
Listuguj Mi'Gmaq First Nation alone or in any combination,3547,2345,74,Canadian or French Indian,,
Little Shuswap Band alone or in any combination,3548,2346,3,Canadian or French Indian,,
Long Plain First Nation alone or in any combination,3549,2347,36,Canadian or French Indian,,
Lower Nicola Indian Band alone or in any combination,3550,2348,39,Canadian or French Indian,,
Malahat First Nation alone or in any combination,3551,2349,24,Canadian or French Indian,,
Matachewan Band alone or in any combination,3552,2350,10,Canadian or French Indian,,
Mcleod Lake alone or in any combination,3553,2351,5,Canadian or French Indian,,
Metis alone or in any combination,3554,2352,"3,936",Canadian or French Indian,,
Millbrook First Nation alone or in any combination,3555,2353,6,Canadian or French Indian,,
Mississaugas of the Credit alone or in any combination,3556,2354,69,Canadian or French Indian,,
Mohawk Canadian alone or in any combination,3557,2355,456,Canadian or French Indian,,
Mohawk Kahnawake alone or in any combination,3558,2356,438,Canadian or French Indian,,
Mohawks of Kanesatake alone or in any combination,3559,2357,20,Canadian or French Indian,,
Mohawks of the Bay of Quinte alone or in any combination,3560,2358,271,Canadian or French Indian,,
Mohican Canadian alone or in any combination,3561,2359,176,Canadian or French Indian,,
Musqueam Band alone or in any combination,3562,2360,43,Canadian or French Indian,,
N'Quatqua (Anderson Lake) alone or in any combination,3563,2361,7,Canadian or French Indian,,
Namgis First Nation (Nimpkish) alone or in any combination,3564,2362,18,Canadian or French Indian,,
Nanaimo (Snuneymuxw) alone or in any combination,3565,2363,79,Canadian or French Indian,,
Nanoose First Nation alone or in any combination,3566,2364,10,Canadian or French Indian,,
Naskapi alone or in any combination,3567,2365,8,Canadian or French Indian,,
Nation Huronne Wendat alone or in any combination,3568,2366,174,Canadian or French Indian,,
Nipissing First Nation alone or in any combination,3569,2367,121,Canadian or French Indian,,
Nisga'a Nation alone or in any combination,3570,2368,60,Canadian or French Indian,,
North Thompson Band (Simpcw First Nation) alone or in any combination,3571,2369,9,Canadian or French Indian,,
Nuu-chah-nulth (Nootka) alone or in any combination,3572,2370,59,Canadian or French Indian,,
Odanak alone or in any combination,3573,2371,41,Canadian or French Indian,,
Ohiaht Band (Huu-ay-aht First Nation) alone or in any combination,3574,2372,35,Canadian or French Indian,,
Oneida Nation of the Thames alone or in any combination,3575,2373,201,Canadian or French Indian,,
Opaskwayak Cree Nation alone or in any combination,3576,2374,23,Canadian or French Indian,,
Osoyoos Band alone or in any combination,3577,2375,11,Canadian or French Indian,,
Pacheedaht First Nation alone or in any combination,3578,2376,64,Canadian or French Indian,,
Pauquachin alone or in any combination,3579,2377,21,Canadian or French Indian,,
Peepeekisis alone or in any combination,3580,2378,16,Canadian or French Indian,,
Peguis alone or in any combination,3581,2379,31,Canadian or French Indian,,
Penelakut alone or in any combination,3582,2380,28,Canadian or French Indian,,
Penticton alone or in any combination,3583,2381,19,Canadian or French Indian,,
Pine Creek alone or in any combination,3584,2382,6,Canadian or French Indian,,
Plains Cree alone or in any combination,3585,2383,128,Canadian or French Indian,,
Rainy River First Nations alone or in any combination,3586,2384,31,Canadian or French Indian,,
Red Earth Band alone or in any combination,3587,2385,4,Canadian or French Indian,,
Roseau River alone or in any combination,3588,2386,55,Canadian or French Indian,,
Saddle Lake alone or in any combination,3589,2387,14,Canadian or French Indian,,
Sakimay First Nations alone or in any combination,3590,2388,27,Canadian or French Indian,,
Sandy Bay Band alone or in any combination,3591,2389,5,Canadian or French Indian,,
Sarcee (Tsuut'ina Nation) alone or in any combination,3592,2390,36,Canadian or French Indian,,
Saugeen alone or in any combination,3593,2391,24,Canadian or French Indian,,
Saulteau First Nations alone or in any combination,3594,2392,25,Canadian or French Indian,,
Saulteaux alone or in any combination,3595,2393,123,Canadian or French Indian,,
Seabird Island alone or in any combination,3596,2394,11,Canadian or French Indian,,
Sechelt alone or in any combination,3597,2395,66,Canadian or French Indian,,
Seine River First Nation alone or in any combination,3598,2396,14,Canadian or French Indian,,
Serpent River alone or in any combination,3599,2397,15,Canadian or French Indian,,
Seton Lake alone or in any combination,3600,2398,9,Canadian or French Indian,,
Shoal Lake Cree Nation alone or in any combination,3601,2399,7,Canadian or French Indian,,
Shuswap alone or in any combination,3602,2400,275,Canadian or French Indian,,
Siksika Canadian alone or in any combination,3603,2401,710,Canadian or French Indian,,
Similkameen alone or in any combination,3604,2402,58,Canadian or French Indian,,
Six Nations Canada alone or in any combination,3605,2403,809,Canadian or French Indian,,
Six Nations of the Grand River alone or in any combination,3606,2404,92,Canadian or French Indian,,
Skawahlook First Nation alone or in any combination,3607,2405,12,Canadian or French Indian,,
Skeetchestn Indian Band alone or in any combination,3608,2406,2,Canadian or French Indian,,
Skookum Chuck Band alone or in any combination,3609,2407,11,Canadian or French Indian,,
Skowkale alone or in any combination,3610,2408,1,Canadian or French Indian,,
Skuppah alone or in any combination,3611,2409,0,Canadian or French Indian,,
Skwah First Nation alone or in any combination,3612,2410,16,Canadian or French Indian,,
Skway First Nation alone or in any combination,3613,2411,11,Canadian or French Indian,,
Songhees First Nation alone or in any combination,3614,2412,24,Canadian or French Indian,,
Soowahlie First Nation alone or in any combination,3615,2413,15,Canadian or French Indian,,
Spuzzum First Nation alone or in any combination,3616,2414,2,Canadian or French Indian,,
Squamish Nation alone or in any combination,3617,2415,345,Canadian or French Indian,,
Stanjikoming First Nation alone or in any combination,3618,2416,5,Canadian or French Indian,,
Sto:lo Nation alone or in any combination,3619,2417,121,Canadian or French Indian,,
Stone alone or in any combination,3620,2418,41,Canadian or French Indian,,
Sucker Creek First Nation alone or in any combination,3621,2419,6,Canadian or French Indian,,
Swampy Cree alone or in any combination,3622,2420,43,Canadian or French Indian,,
Tahltan alone or in any combination,3623,2421,91,Canadian or French Indian,,
Taku River Tlingit alone or in any combination,3624,2422,8,Canadian or French Indian,,
Tete De Boule (Attikamek) alone or in any combination,3625,2423,6,Canadian or French Indian,,
Thompson alone or in any combination,3626,2424,88,Canadian or French Indian,,
Tobacco Plains Band alone or in any combination,3627,2425,1,Canadian or French Indian,,
Tobique First Nation alone or in any combination,3628,2426,75,Canadian or French Indian,,
Toquaht alone or in any combination,3629,2427,10,Canadian or French Indian,,
Tsartlip alone or in any combination,3630,2428,9,Canadian or French Indian,,
Tsawout First Nation alone or in any combination,3631,2429,31,Canadian or French Indian,,
Tseycum alone or in any combination,3632,2430,9,Canadian or French Indian,,
Uchucklesaht alone or in any combination,3633,2431,21,Canadian or French Indian,,
Ucluelet First Nation alone or in any combination,3634,2432,5,Canadian or French Indian,,
Vuntut Gwitchin First Nation alone or in any combination,3635,2433,6,Canadian or French Indian,,
Wabauskang First Nation alone or in any combination,3636,2434,1,Canadian or French Indian,,
Walpole Island alone or in any combination,3637,2435,225,Canadian or French Indian,,
Wasauksing First Nation alone or in any combination,3638,2436,19,Canadian or French Indian,,
Waywayseecappo First Nation alone or in any combination,3639,2437,3,Canadian or French Indian,,
West Bay Band alone or in any combination,3640,2438,11,Canadian or French Indian,,
White Bear Band alone or in any combination,3641,2439,477,Canadian or French Indian,,
Whitefish Lake Band alone or in any combination,3642,2440,101,Canadian or French Indian,,
Wikwemikong alone or in any combination,3643,2441,125,Canadian or French Indian,,
Wolf Lake Band alone or in any combination,3644,2442,10,Canadian or French Indian,,
Woodland Cree First Nation alone or in any combination,3645,2443,24,Canadian or French Indian,,
Woodstock First Nation alone or in any combination,3646,2444,8,Canadian or French Indian,,
Xaxli'p First Nation (Fountain Band) alone or in any combination,3647,2445,29,Canadian or French Indian,,
"Canadian Indian alone or in any combination, not elsewhere classified",3648,2446,"3,279",Canadian or French Indian,,
Central American Indian alone or in any combination (all tribes),3650,2448,"78,201",Central American Indian,,
Belizean Indian alone or in any combination,3651,2449,276,Central American Indian,,
Cakchiquel alone or in any combination,3652,2450,124,Central American Indian,,
Central American Indian alone or in any combination,3653,2451,"5,849",Central American Indian,,
Choco alone or in any combination,3654,2452,176,Central American Indian,,
Costa Rican Indian alone or in any combination,3655,2453,461,Central American Indian,,
Salvadoran Indian alone or in any combination,3656,2454,"13,013",Central American Indian,,
Guatemalan Indian alone or in any combination,3657,2455,"9,297",Central American Indian,,
Guatemalan Mayan alone or in any combination,3658,2456,"1,534",Central American Indian,,
Guaymi alone or in any combination,3659,2457,452,Central American Indian,,
Honduran Indian alone or in any combination,3660,2458,"5,396",Central American Indian,,
Kanjobal alone or in any combination,3661,2459,165,Central American Indian,,
Kekchi alone or in any combination,3662,2460,211,Central American Indian,,
Kuna Indian alone or in any combination,3663,2461,481,Central American Indian,,
Lenca alone or in any combination,3664,2462,"3,571",Central American Indian,,
Maya Central American alone or in any combination,3665,2463,"21,542",Central American Indian,,
Miskito alone or in any combination,3666,2464,"1,110",Central American Indian,,
Nahua alone or in any combination,3667,2465,"3,125",Central American Indian,,
Nicaraguan Indian alone or in any combination,3668,2466,974,Central American Indian,,
Panamanian Indian alone or in any combination,3669,2467,505,Central American Indian,,
Pipil alone or in any combination,3670,2468,"8,131",Central American Indian,,
Quiche alone or in any combination,3671,2469,"1,925",Central American Indian,,
Rama alone or in any combination,3672,2470,62,Central American Indian,,
Sumo alone or in any combination,3673,2471,41,Central American Indian,,
"Central American Indian alone or in any combination, not elsewhere classified ",3674,2472,885,Central American Indian,,
Mexican Indian alone or in any combination (all tribes),3676,2474,"725,536",Mexican Indian,,
Amuzgo alone or in any combination,3677,2475,98,Mexican Indian,,
Aztec alone or in any combination,3678,2476,"583,981",Mexican Indian,,
Chatino alone or in any combination,3679,2477,414,Mexican Indian,,
Chichimeca alone or in any combination,3680,2478,"4,647",Mexican Indian,,
Chinantec alone or in any combination,3681,2479,489,Mexican Indian,,
Chocho alone or in any combination,3682,2480,48,Mexican Indian,,
Cochimi alone or in any combination,3683,2481,61,Mexican Indian,,
Concho alone or in any combination,3684,2482,112,Mexican Indian,,
Cora alone or in any combination,3685,2483,"2,516",Mexican Indian,,
Cuicatec alone or in any combination,3686,2484,101,Mexican Indian,,
Huastec alone or in any combination,3687,2485,"1,149",Mexican Indian,,
Huave alone or in any combination,3688,2486,30,Mexican Indian,,
Huichol alone or in any combination,3689,2487,"4,728",Mexican Indian,,
Ixcatec alone or in any combination,3690,2488,4,Mexican Indian,,
Lacandon alone or in any combination,3691,2489,22,Mexican Indian,,
Lagunero alone or in any combination,3692,2490,56,Mexican Indian,,
Mazahua alone or in any combination,3693,2491,430,Mexican Indian,,
Mazatec alone or in any combination,3694,2492,137,Mexican Indian,,
Mexican American Indian alone or in any combination,3695,2493,"18,648",Mexican Indian,,
Mexican Indian alone or in any combination,3696,2494,"34,005",Mexican Indian,,
Mixe alone or in any combination,3697,2495,"2,690",Mexican Indian,,
Mixtec alone or in any combination,3698,2496,"17,278",Mexican Indian,,
Nahuatl alone or in any combination,3699,2497,"3,996",Mexican Indian,,
Olmec alone or in any combination,3700,2498,"1,304",Mexican Indian,,
Opata alone or in any combination,3701,2499,521,Mexican Indian,,
Otomi alone or in any combination,3702,2500,"4,383",Mexican Indian,,
Popoluca alone or in any combination,3703,2501,54,Mexican Indian,,
Seri alone or in any combination,3704,2502,317,Mexican Indian,,
Tarahumara (Raramuri) alone or in any combination,3705,2503,"7,524",Mexican Indian,,
Tarasco (Purepecha) alone or in any combination,3706,2504,"21,800",Mexican Indian,,
Tepehua alone or in any combination,3707,2505,"1,448",Mexican Indian,,
Tequistlatec alone or in any combination,3708,2506,3,Mexican Indian,,
Tlapanec alone or in any combination,3709,2507,232,Mexican Indian,,
Tojolabal alone or in any combination,3710,2508,14,Mexican Indian,,
Toltec alone or in any combination,3711,2509,"1,281",Mexican Indian,,
Triqui (Trique) alone or in any combination,3712,2510,"1,560",Mexican Indian,,
Tzeltal alone or in any combination,3713,2511,25,Mexican Indian,,
Tzotzil alone or in any combination,3714,2512,81,Mexican Indian,,
Zapotec alone or in any combination,3715,2513,"12,135",Mexican Indian,,
Zoque alone or in any combination,3716,2514,54,Mexican Indian,,
"Mexican Indian alone or in any combination, not elsewhere classified ",3717,2515,"5,584",Mexican Indian,,
South American Indian alone or in any combination (all tribes),3719,2517,"81,953",South American Indian,,
Ache Indian alone or in any combination,3720,2518,51,South American Indian,,
Amazon Indian alone or in any combination,3721,2519,456,South American Indian,,
Andean Indian alone or in any combination,3722,2520,702,South American Indian,,
Arawak alone or in any combination,3723,2521,"4,995",South American Indian,,
Argentinean Indian alone or in any combination,3724,2522,151,South American Indian,,
Aymara alone or in any combination,3725,2523,"1,444",South American Indian,,
Bolivian Indian alone or in any combination,3726,2524,405,South American Indian,,
Brazilian Indian alone or in any combination,3727,2525,"2,348",South American Indian,,
Canela alone or in any combination,3728,2526,359,South American Indian,,
Chilean Indian alone or in any combination,3729,2527,245,South American Indian,,
Colombian Indian alone or in any combination,3730,2528,"2,468",South American Indian,,
Ecuadorian Indian alone or in any combination,3731,2529,"3,435",South American Indian,,
Guarani alone or in any combination,3732,2530,"1,841",South American Indian,,
Guyanese South American Indian alone or in any combination,3733,2531,"6,070",South American Indian,,
Inca alone or in any combination,3734,2532,"31,367",South American Indian,,
Mapuche (Araucanian) alone or in any combination,3735,2533,"2,293",South American Indian,,
Maya South American alone or in any combination,3736,2534,963,South American Indian,,
Paraguayan Indian alone or in any combination,3737,2535,69,South American Indian,,
Peruvian Indian alone or in any combination,3738,2536,"3,007",South American Indian,,
Quechua alone or in any combination,3739,2537,"5,408",South American Indian,,
Quichua alone or in any combination,3740,2538,628,South American Indian,,
South American Indian alone or in any combination,3741,2539,"9,401",South American Indian,,
Tehuelche alone or in any combination,3742,2540,38,South American Indian,,
Tupi alone or in any combination,3743,2541,385,South American Indian,,
Uruguayan Indian alone or in any combination,3744,2542,31,South American Indian,,
Venezuelan Indian alone or in any combination,3745,2543,901,South American Indian,,
Zaparo alone or in any combination,3746,2544,8,South American Indian,,
"South American Indian alone or in any combination, not elsewhere classified ",3747,2545,"3,995",South American Indian,,
Caribbean Indian alone or in any combination (all tribes),3749,2547,"131,225",Caribbean Indian,,
Carib alone or in any combination,3750,2548,"2,756",Caribbean Indian,,
Caribbean Indian alone or in any combination,3751,2549,"7,853",Caribbean Indian,,
Cuban Indian alone or in any combination,3752,2550,328,Caribbean Indian,,
Dominican Indian alone or in any combination,3753,2551,"1,769",Caribbean Indian,,
Puerto Rican Indian alone or in any combination,3754,2552,"6,654",Caribbean Indian,,
Taino alone or in any combination,3755,2553,"112,682",Caribbean Indian,,
"Caribbean Indian alone or in any combination, not elsewhere classified ",3756,2554,86,Caribbean Indian,,
Spanish American Indian alone or in any combination,3758,2556,"16,095",Spanish American Indian,,
Mesoamerican Indian alone or in any combination (all tribes),3759,2557,"302,608",Mesoamerican Indian,,
Maya alone or in any combination,3760,2558,"300,519",Mesoamerican Indian,,
Other Mesoamerican Indian alone or in any combination,3761,2559,"1,924",Mesoamerican Indian,,
"American Indian and Alaska Native alone or in any combination, not specified",3762,2560,"1,778,718",American Indian and Alaska Native Unspecified,,
East Asian alone or in any combination,3821,3764,"9,243,110",East Asian,,
"Chinese, except Taiwanese alone or in any combination",3822,3765,"5,205,461",East Asian,,
Hmong alone or in any combination,3823,3766,"335,919",East Asian,,
Japanese alone or in any combination,3824,3767,"1,586,652",East Asian,,
Korean alone or in any combination,3825,3768,"1,989,519",East Asian,,
Mongolian alone or in any combination,3826,3769,"40,182",East Asian,,
Taiwanese alone or in any combination,3827,3770,"333,289",East Asian,,
Other East Asian alone or in any combination,3828,3771,"2,777",East Asian,,
Central Asian alone or in any combination,3829,3772,"286,556",Central Asian,,
Afghan alone or in any combination,3830,3773,"190,389",Central Asian,,
Kazakh alone or in any combination,3831,3774,"19,080",Central Asian,,
Kyrgyz alone or in any combination,3832,3775,"8,785",Central Asian,,
Tajik alone or in any combination,3833,3776,"8,245",Central Asian,,
Turkmen alone or in any combination,3834,3777,"3,270",Central Asian,,
Uzbek alone or in any combination,3835,3778,"53,374",Central Asian,,
Other Central Asian alone or in any combination ,3836,3779,"4,814",Central Asian,,
South Asian alone or in any combination,3838,3781,"6,102,574",South Asian,,
Asian Indian alone or in any combination,3839,3782,"4,768,846",South Asian,,
Bangladeshi alone or in any combination,3840,3783,"273,050",South Asian,,
Bhutanese alone or in any combination,3841,3784,"46,146",South Asian,,
Maldivian alone or in any combination,3842,3785,733,South Asian,,
Nepalese alone or in any combination,3843,3786,"219,503",South Asian,,
Pakistani alone or in any combination,3844,3787,"687,942",South Asian,,
Sikh alone or in any combination,3845,3788,"70,697",South Asian,,
Sindhi alone or in any combination,3846,3789,661,South Asian,,
Sri Lankan alone or in any combination,3847,3790,"85,785",South Asian,,
Other South Asian alone or in any combination ,3848,3791,"8,610",South Asian,,
Southeast Asian alone or in any combination,3850,3793,"8,095,224",Southeast Asian,,
Bruneian alone or in any combination,3851,3794,227,Southeast Asian,,
Burmese alone or in any combination,3852,3795,"276,322",Southeast Asian,,
Cambodian alone or in any combination,3853,3796,"364,006",Southeast Asian,,
Filipino alone or in any combination,3854,3797,"4,436,992",Southeast Asian,,
Indonesian alone or in any combination,3855,3798,"153,115",Southeast Asian,,
Laotian alone or in any combination,3856,3799,"254,151",Southeast Asian,,
Malaysian alone or in any combination,3857,3800,"43,580",Southeast Asian,,
Mien alone or in any combination,3858,3801,"22,557",Southeast Asian,,
Singaporean alone or in any combination,3859,3802,"13,462",Southeast Asian,,
Thai alone or in any combination,3860,3803,"326,758",Southeast Asian,,
Vietnamese alone or in any combination,3861,3804,"2,293,392",Southeast Asian,,
Other Southeast Asian alone or in any combination ,3862,3805,"5,074",Southeast Asian,,
Other Asian alone or in any combination,3864,3807,"845,342",Other Asian,,
Buryat alone or in any combination,3865,3808,855,Other Asian,,
Kalmyk alone or in any combination,3866,3809,951,Other Asian,,
Kuki alone or in any combination,3867,3810,108,Other Asian,,
Lahu alone or in any combination,3868,3811,"2,339",Other Asian,,
Malay alone or in any combination,3869,3812,"3,761",Other Asian,,
Mizo alone or in any combination,3870,3813,914,Other Asian,,
Pashtun alone or in any combination,3871,3814,"1,175",Other Asian,,
Tai Dam alone or in any combination,3872,3815,"2,834",Other Asian,,
Timorese alone or in any combination,3873,3816,163,Other Asian,,
"Other Asian alone or in any combination, specified",3874,3817,"5,287",Other Asian,,
"Other Asian alone or in any combination, not specified",3876,3819,"826,909",Other Asian,,
Polynesian alone or in any combination,3920,3878,"988,519",Polynesian,,
Cook Islander alone or in any combination,3921,3879,545,Polynesian,,
Easter Islander alone or in any combination,3922,3880,208,Polynesian,,
French Polynesian alone or in any combination,3923,3881,754,Polynesian,,
Maori alone or in any combination,3924,3882,"7,664",Polynesian,,
Native Hawaiian alone or in any combination,3925,3883,"680,442",Polynesian,,
Niuean alone or in any combination,3926,3884,569,Polynesian,,
Rotuman alone or in any combination,3927,3885,377,Polynesian,,
Samoan alone or in any combination,3928,3886,"256,997",Polynesian,,
Tahitian alone or in any combination,3929,3887,"7,935",Polynesian,,
Tongan alone or in any combination,3930,3888,"78,871",Polynesian,,
Tokelauan alone or in any combination,3931,3889,"1,207",Polynesian,,
Tuvaluan alone or in any combination,3932,3890,399,Polynesian,,
Wallisian and Futunan alone or in any combination,3933,3891,56,Polynesian,,
Other Polynesian alone or in any combination ,3934,3892,"9,092",Polynesian,,
Micronesian alone or in any combination,3936,3894,"298,892",Micronesian,,
Carolinian alone or in any combination,3937,3895,"1,366",Micronesian,,
Chamorro alone or in any combination,3938,3896,"143,947",Micronesian,,
Chuukese alone or in any combination,3939,3897,"12,464",Micronesian,,
Guamanian alone or in any combination,3940,3898,"24,279",Micronesian,,
I-Kiribati alone or in any combination,3941,3899,831,Micronesian,,
Kosraean alone or in any combination,3942,3900,"2,148",Micronesian,,
Marshallese alone or in any combination,3943,3901,"52,624",Micronesian,,
Nauruan alone or in any combination,3944,3902,68,Micronesian,,
Northern Mariana Islander alone or in any combination,3945,3903,553,Micronesian,,
Palauan alone or in any combination,3946,3904,"12,202",Micronesian,,
Pohnpeian alone or in any combination,3947,3905,"4,918",Micronesian,,
Saipanese alone or in any combination,3948,3906,"1,143",Micronesian,,
Yapese alone or in any combination,3949,3907,"2,066",Micronesian,,
Other Micronesian alone or in any combination ,3950,3908,"45,364",Micronesian,,
Melanesian alone or in any combination,3952,3910,"57,112",Melanesian,,
Fijian alone or in any combination,3953,3911,"54,006",Melanesian,,
Papua New Guinean alone or in any combination,3954,3912,"1,453",Melanesian,,
Solomon Islander alone or in any combination,3955,3913,220,Melanesian,,
Ni-Vanuatu alone or in any combination,3956,3914,262,Melanesian,,
New Caledonian alone or in any combination,3957,3915,265,Melanesian,,
Other Melanesian alone or in any combination ,3958,3916,937,Melanesian,,
"Other Native Hawaiian and Other Pacific Islander alone or in any combination, not specified",3960,3918,"261,391",Other Native Hawaiian or Pacific Islander Unspecified,,
Aruban alone or in any combination,3988,3962,"2,433",Some Other Race,,
Belizean alone or in any combination,3989,3963,"48,618",Some Other Race,,
Bermudan alone or in any combination,3990,3964,"6,308",Some Other Race,,
Brazilian alone or in any combination,3991,3965,"524,382",Some Other Race,,
Cabo Verdean alone or in any combination,3992,3966,"113,022",Some Other Race,,
Comorian alone or in any combination,3993,3967,205,Some Other Race,,
Cayman Islander alone or in any combination,3994,3968,"2,393",Some Other Race,,
Guyanese alone or in any combination,3995,3969,"205,735",Some Other Race,,
Mauritanian alone or in any combination,3996,3970,"5,644",Some Other Race,,
Surinamese alone or in any combination,3997,3971,"3,643",Some Other Race,,
Multiracial/Multiethnic responses alone or in any combination,3998,3972,"1,881,083",Multiracial or Multiethnic,,
Biracial alone or in any combination,3999,3973,"109,182",Multiracial or Multiethnic,,
Mixed alone or in any combination,4000,3974,"1,660,942",Multiracial or Multiethnic,,
Multiracial alone or in any combination,4001,3975,"57,127",Multiracial or Multiethnic,,
Other Multiracial/Multiethnic responses alone or in any combination,4002,3976,"55,350",Multiracial or Multiethnic,,
Hispanic responses alone or in any combination,4003,3977,"43,065,092",Hispanics Who ID as Other Race,,
Hispanic alone or in any combination,4004,3978,"8,540,143",Hispanics Who ID as Other Race,,
Latin American alone or in any combination,4005,3979,"443,325",Hispanics Who ID as Other Race,,
Mexican alone or in any combination,4006,3980,"17,501,569",Hispanics Who ID as Other Race,,
Puerto Rican alone or in any combination,4007,3981,"2,201,872",Hispanics Who ID as Other Race,,
Cuban alone or in any combination,4008,3982,"1,147,650",Hispanics Who ID as Other Race,,
"All other Hispanic, Latino, or Spanish responses alone or in any combination",4009,3983,"13,655,041",Hispanics Who ID as Other Race,,
"Other Some Other Race alone or in any combination, specified ",4010,3984,"816,500",Some Other Race,,
"Other Some Other Race alone or in any combination, not specified",4012,3986,"3,321,817",Some Other Race,,
Healy Lake Village alone or in any combination,4052,4051,24,American Indian,,
"American Indian alone or in any combination, not specified",4054,4053,"1,712,036",American Indian,,
Mexican,4015,,"35,850,702",Mexican,,
Central American,4016,,"5,907,332",Central American,,
Costa Rican,4017,,"167,940",Central American,,
Guatemalan,4018,,"1,669,557",Central American,,
Honduran,4019,,"1,061,585",Central American,,
Panamanian,4021,,"215,633",Central American,,
Salvadoran,4022,,"2,342,001",Central American,,
South American,4024,,"4,048,060",South American,,
Colombian,4028,,"1,286,662",South American,,
Venezuelan,4033,,"605,381",South American,,
Caribbean Hispanic,4035,,"10,049,681",Caribbean Hispanic,,
Cuban,4036,,"2,245,686",Caribbean Hispanic,,
Dominican,4037,,"2,196,076",Caribbean Hispanic,,
Puerto Rican,4038,,"5,601,863",Caribbean Hispanic,,
"Other Hispanic, Latino, or Spanish",4040,,"6,224,353","Other Hispanic, Latino or Spanish",,
Spaniard,4041,,"978,978","Other Hispanic, Latino or Spanish",,
Spanish,4042,,"866,356","Other Hispanic, Latino or Spanish",,
Nicaraguan,4020,,"406,613",Central American,,
Argentinean,4025,,"276,081",South American,,
Bolivian,4026,,"123,257",South American,,
Chilean,4027,,"168,235",South American,,
Ecuadorian,4029,,"775,529",South American,,
Peruvian,4031,,"685,730",South American,,
Uruguayan,4032,,"64,394",South American,,
Other South American,4034,,"36,757",South American,,
Spanish American ,4043,,"50,966","Other Hispanic, Latino or Spanish",,
Paraguayan,4030,,"26,079",South American,,
Other Central American,4023,,"44,086",Central American,,
Other Caribbean Hispanic,4039,,"5,839",Caribbean Hispanic,,
Afro Latino(a),4049,,"1,878","Other Hispanic, Latino or Spanish",,
Garifuna,4050,,"5,710","Other Hispanic, Latino or Spanish",,
"All other Hispanic or Latino, not specified ",4045,,"2,252,782","Other Hispanic, Latino or Spanish",,
Hispanic,4047,,"1,738,931","Other Hispanic, Latino or Spanish",,
Latino(a),4048,,"328,771","Other Hispanic, Latino or Spanish",,
